fami_description
----------------
                    
.                   
Acc. services       
ACCESSOIRES         
ACCESSOIRES CHAUSSA
ACCESSOIRES CHAUSSAN
ACCESSOIRES CHEVEUX 
ACCESSOIRES COUVRANT
ACCESSOIRES DE BAIN 
Accessoires Divers  
Accessoires Homme   
Accessoires maroquin
Accessoires PLV     
Accessoires Souliers
ACCESSOIRES.        
Actu
Adm. services       
Assembl‚e           
Autres
Autres Accessoires  
Autres packaging    
BABY ACCESSOIRES    
BABY BAGAGE
BABY BOITE CADEAU
Baby boutique       
BABY CADEAU
BABY CATALOGUE
BABY CINTRE
Baby Conditionnement
Baby Consommables et
Baby diffusion      
BABY ENVELOPPE
Baby Eyeglasses     
Baby Fourniture
Baby MatiŠre
BABY PAPIER DE SOIE
BABY PLV
BABY SAC
Baby shoes          
BABY STICKER
BABY TEE-SHIRT      
Baby Valeur Ajout‚e
Bags                
BAIN
BaptŠme
Beach accessories   
Beach Wear
Beachwear
Beachwear Boutique  
Beachwear diffusion 
Beachwear Femme     
Beachwear Homme     
Bijoux
BODY                
Boite               
Boites              
Boxes               
Bracelets et boucles
Briefcase           
Cadres              
CAPE
CARDIGAN            
Cartons & Papier    
Ceinture Femme      
Ceinture Homme
CHAINE ET TRAME     
ChaŒne et Trame Femm
Chaine et Trame Homm
ChaŒne et Trame Unif
Chemise
Christofle          
COMBINAISON         
Conditionnement Bijo
Conditionnement Cuir
Correspondance      
Corseterie          
COUPE COUSU         
Coup‚ cousu Femme   
Coup‚ Cousu Homme   
Couturier Parfumeur 
Couverts et argenter
Cravate
CUIR                
Cuir Exotique Homme 
Cuir Femme          
Cuir Homme          
Cuir Homme PT       
CULOTTE
Daywear Shoes
D‚coration de Table 
DENIM               
Denim Femme         
Denim Homme         
Denim Homme PT      
DiorPhone           
DIVERS
DOUDOUNE            
DOUDOUNE.           
DOUDOUNE/PARKA      
Ecrins              
ENSEMBLE            
Etuis & Leaflet     
Evening Bag         
Evening bags
Evening Small suit  
Evening Suit        
Exclu
Exclude Perfumes    
Exclude Perfums PLV 
Eyeglasses          
Fourniture Chapeau  
Fournitures Bques   
Fournitures SAV     
FOURRURE            
Fourrure Femme      
Fourrure Homme      
Fragrances          
Furr
GANT HOMME          
Gants Femme         
GARDE FOURRURES
Gifts               
Gloves Diffusion    
Hats                
Hats Umbrel. Service
High Jewellery      
High Jewllery serv  
High Watches        
Homewear            
Homewear Boutique   
House Men           
House Packaging     
Housewear           
IMPERMEABLE         
Jewelry Diffusion   
JOUET
JUPES               
Key Ring            
Knitwear            
Knitwear Boutique   
Knitwear Diffusion  
Leather goods
Leather services    
Ligne boutique
Linge de lit        
Linge de table      
Linge ‚ponge        
Lingerie            
Lingerie Boutique   
Lingerie de Nuit    
Lingerie Diffusion  
Lingerie Homme
Lingerie Maille     
Little Jewl. Service
Livret              
Low and Pants       
Luggage
Made to Measure     
MAILLE              
Maille Femme        
Maille Femme TS     
Maille Homme
Maille PAPF         
MAILLE TRICOT
Main
Make-up             
MANNEQUIN
MANTEAU
Maro SAV PA         
Maro SAV PM         
Maro SAV PS         
Mat‚riel            
MatiŠre             
Men Access.         
Men bags Services   
Men Belts Boutique  
Men Belts Diffusion 
Men Custom. Jew     
Men DIOR Luggage    
Men DIOR services   
Men Eyeglasses      
Men Glove           
